Category,Title,Artist,Lyrics
nepali,Mauntama,Karma Band,"1 Contributor
Mauntama Lyrics
[Verse]
मायालु किन हो, आज तिमी मौन छौ
तिम्रो मौनताले यहाँ मलाई सताउछ, पिडा हुन्छ यो मनलाई
मायालु किन हो, आज तिमी मौन छौ
तिम्रो मौनताले यहाँ मलाई सताउछ, पिडा हुन्छ यो मनलाई
केही त बोली देउ, मायालु
भावना मनका सारा तितामिठा खोलेर
भनी देउ
केही बिराए छु भने दुई हात जोडेर
माफी म माग्दछु
डर लाग्छ कतै हामी यसरी नै सधैंको टाडिदै नै जाने हो कि
हो, हो, हो

[Bridge]
आज किन हो एकासी निलो आकाशमा
कालो बादल छाउन थाल्यो कतै घनघोर पानी पर्ने हो कि
आज किन हो एकासी निलो आकाशमा
कालो बादल छाउन थाल्यो कतै घनघोर पानी पर्ने हो कि
तिम्रो मौनतामा, तिम्रो मौनतामा

[Outro]
तिम्रो मौनतामा, तिम्रो मौनतामा
तिम्रो मौनतामा, तिम्रो मौनतामा
तिम्रो मौनतामा, तिम्रो मौनतामा
तिम्रो मौनतामा, तिम्रो मौनतामा
तिम्रो मौनतामा, तिम्रो मौनतामा
तिम्रो मौनतामा, तिम्रो मौनतामा
तिम्रो मौनतामा, तिम्रो मौनतामा
तिम्रो मौनतामा, तिम्रो मौनतामा
तिम्रो मौनतामा, तिम्रो मौनतामा
तिम्रो मौनतामा"
romanized,Xorem Chen Tamang feat. Gracy Thapa - Bhijla Hai Pareli (Romanized),Genius Romanizations,"1 Contributor
Translations
Xorem Chen Tamang feat. Gracy Thapa - Bhijla Hai Pareli (Romanized) Lyrics
[Intro: Gracy Thapa]
Hm-hm-hm-hm-hm-hmm
Na-na-na-na-na

[Chorus: Gracy Thapa]
Bhijla hai pareli timro, mero yaad ma
Yo kasto maya layou jindagi ma
Bhijla hai pareli timro, mero yaad ma
Yo kasto maya layou jindagi ma

[Verse 1: Gracy Thapa]
Kasam timile khayou goreto ma
Sab chodi tadha bahyou dobato ma, dobato ma
Hm, bato ma
Bhulna ta sakchau hirdaye bata
Feri naya sathi rojchau thei bato ma
Bhulna ta sakchau hirdaye bata
Feri naya sathi rojchau thei bato ma
Bato ta thei hunxa hidne

[Chorus: Gracy Thapa]
Bhijla hai pareli timro, atit ko yaad le
Mero yaad le, na-na-na, yaad le

[Bridge: Gracy Thapa]
Na-na-na-na-na, na-na-na-na-na
Na-na-na-na-na, na-na-na-na-na"
nepali,Mahasoos,Yabesh Thapa,"2 Contributors
Mahasoos Lyrics
[Verse 1]
महसूस गराउ न मलाई
तिम्रा मनका भावनाहरु
नलुकाई राखन तिम्रा
मनमा चाहानाहरु

[Verse 2]
तिम्रो आँखाभित्रको संसारमा
लैजाऊ न मलाई पनि
रम्न देउन तिम्रो आकाशमा
तिम्रो सप्तरंग बनी
देखाइदेउ न मलाई
के छ त्यो क्षितिज पारी
चुम्न देउन तिम्रो ओँठ
त्यो बादल माथि"
romanized,Ishan Raj Onta - Jindagi Ko Gaadi (Romanized),Genius Romanizations,"1 Contributor
Ishan Raj Onta - Jindagi Ko Gaadi (Romanized) Lyrics
[Verse 1]
Chito bhayo laagcha gaadi
Khedirachu bhetnai sakina
Ali dhilo bhayo ni laagcha feri
Pugnai aatey, parkhi deu na
Daudi rachu k ko lagi?
Dui tin jana pachi pare ma
Tyo kalo seto jhanda khojda
Jindagi ko rang nai birsu ma?

[Chorus]
Baru chutey chutos
Umer bitey bitos
Kasaile rokey ni hidney ho
Kasaile rokey ni hidney ho

[Verse 2]
Aakha kholda bhaari mann bho
Nindra na pugeko hoina
Sapana pani dekhna kamm bho, ke harsha euta matra bhram ho ta?
Hajaarau prashna aucha mann ma
Uttar bhane kaile paaina
Dara laagcha kudne ho ki
Lakhetne po sakchu sakdina
Dara po laagcha
Chutne ho ki"
nepali,Kaha Chau,Yugal Gurung,"2 Contributors
Kaha Chau Lyrics
[Verse 1]
बिरानो रुख भएर
फिजाउछु मेरो हागा
जब ओठ लि बसछौ
सुनाउछु मेरो लहर
कसेको गाठो खोलेर
अल्झिएको बाटो तिर
हिंड्न साहरा दिन्छ
मेरो लहर को धून संगै

[Verse 2]
कहाँ छौ आज
सेतो खोला भएर
बगाउछु तिम्रो बेथा
किनरमा पर्खी बस्दै
सुनाउछु मेरो कथा
दिन भरी बोकेको भारि
बिसाई मलाई हेर
बाटो छ अझै लामो
नरोक नरोक

[Verse 3]
कहाँ छौ आज
मलाई भन
कहाँ छौ मलाई भन
हेर आफुलाई हेर
कहाँ छौ मलाई भन"
romanized,Rachana Dahal - Soch (Romanized),Genius Romanizations,"1 Contributor
Translations
Rachana Dahal - Soch (Romanized) Lyrics
[Chorus]
Soch, tero sochma chha khot
Mero mann ma chha chot
Tero chha, terai dosh
Khot, mero mann ma chha chot
Tero chha, terai dosh
Khotma tero soch

[Verse 1]
Paila ghisardai chhu
Tero sochle tandai chha
Biswash feri gardai chhu
Pachharidai janchha

[Verse 2]
Osiyeko mero sharir
Chiso bhayera
Aafai sanga ghrina lagchha
Taile chhoyera

[Chorus]
Soch, tero sochma chha khot
Mero mann ma chha chot
Tero chha, terai dosh
Khot, mero mann ma chha chot
Tero chha, terai dosh
Khotma tero soch"
nepali,CYPHER,VTEN,"2 Contributors
Translations
CYPHER Lyrics
[Intro/Dialog]
राम्रो सँग सुन्छस् भने राम्रो गीत
नराम्रो सँग सुन्छस् भने नराम्रो डिस्
पचाउनेले पचाउँछ
नपचाउनेहरुले मुखमा औंला कोचारे छादे हुन्छ

[Verse 1]
आय!
कोई साथी प्रहरी बने कोई साथी गुण्डा
कोई चाई खलासी गर्छ, म चाई आफ्नै धुनमा
यस्तै छ पारा मेरो काम धाम छैन
मेरो परिवार हुने खाने खानदान हैन
तर बाल लाग्दैन कैले हार मान्दैन
म फस्ने वाला छैन तैले जाल फाल्दैमा
बोकेर दौडिराको छु म नयाँ सोच
संघर्ष गर्न आको हूँ गर्दिन म यहाँ मौज
त्यसैले म केही गरेर खान्छु नत्र मारेर जान्छु
बरु लडेर बाँच्छु अघि बढेर हाँस्छु
मेरो नयाँ सोच, नयाँ विचार छ
वरिपरि श्यालहरु आयो मलाई चिथार्ण
तैपनि उठ्छु म
दुःखलाई बुझ्नु छ
आफ्नो जिम्मेवारीको अगाडि जैले पुग्छु म
त्यसैले बुझिराको छु यो सब कुराहरू
मान्छे म फटा छु तर बोलेको पूरा गर्छु
बल्ल बल्ल होस् आछ
छैन मनमा लोभ लालच
हराएको यात्री हूँ म डराउँदिन चोट खान
घाइते छु म आज तर सक्या छैन जोश जाँगर
एकलो भए म, जा लाउरेलाई खोज काँ छ?
तर यहाँ सबै जना लुटेरा र चोर फटा
म कता?
त्यतै दौडिन्छु मलाई फाइदा आउँछ जो बाट
साला फोकटमा
जिन्दगी खेल्दैछु म जुवा जस्तो पोट छक्का
तर अहिले मौज गर्दा पनि कैले दिदिन सान्
मैले बिर्स्या छैन
म खाते आको थिए रोड बाट
तोप तान्न
छिर्थे गल्लि
तर अहिले छीर्छु मूजी
नोट छाप्न (नो-नो... नोट छाप्न)"
nepali,Chill Ma Chu,Mc Flo,"1 Contributor
Chill Ma Chu Lyrics
[Chorus]
म त चिलमा छु, पुरै फिलमा छु
माया गर्नेहरुको, म त दिलमा छु
तलाई भट्नलाई म संग टाईम छैन
म त खोज्दै छु शब्दलाई राईम छैन

[Verse 1]
म हु कवि कोर्ने गर्छु कविता
जस्तो मन लाग्छ आफुलाई नरीसा

देख्नु पर्छ मान्छेहरु थरी थरीका
मुखमा राम्रो भन्छन भित्र भित्र मरीजा
यहि हो तरीका ? यहि हो तरीका ?
आफ्नो आफ्नो गर्ने हो मुला, गरी खा

मैले आफ्नो बाहेक अरुको सोच्ननै छोड्दे
ठुलो पल्टिने संग बोल्ननै छोड्डे
अनि अनन्द र चिलमा
सबै जाना भन्दा फरक म त भिडमा

छैन चिन्ता, छैन चिन्ता
सदै खुसी हुदै मजाले हिन्दा

आफ्नो लाईफ हो तेरो तैले जे सुकै गर
जे भए पनि एक दिन त मर्नु नै छ
मर्नु नै छ, एक दिन त मर्नु नै छ
मर्नु भन्दा अघि तर तैले राम्रो त बन"
romanized,messin round w y bestfriend,SACAR aka Lil Buddha,"2 Contributors
messin round w y bestfriend Lyrics
[Intro: Lil Buddha]
Yeah, yeah
0-2, one for [?]

[Chorus: Lil Buddha]
I can't afford you lacing just parties
Yeah, you mess around with your best friend, you're sorry
Set me up like a test and I'm fallin'
Sick and tired, the pressure is on me
I can't afford you lacing just parties
Yeah, you mess around with your best friend, you're sorry
Set me up like a test and I'm fallin'
Sick and tired, the pressure is on me

[Post-Chorus: Lil Buddha]
My diamonds glow, ridin' solo on my own
Shawty, droppin' from the pole like she ain't got no home
Shawty, poppin' on her own like she's a solo soul
Yeah, shе got me so
Tell me what you want so I can offеr it
Send me offers then and I'll be all for it
Baby, you're the baddest and you know nobody toppin' you
I know you're pockets fattest 'cause nobody workin' hard as you
Shawty, got it all when I slide I help out a part of you

[Chorus: Lil Buddha]
I can't afford you lacing just parties
Yeah, you mess around with your best friend, you're sorry
Set me up like a test and I'm fallin'
Sick and tired the pressure is on me
I can't afford you lacing just parties
Yeah, you mess around with your best friend, you're sorry
Set me up like a test and I'm fallin'
Sick and tired the pressure is on me"
romanized,Rain,Jerusha Rai,"1 Contributor
Rain Lyrics
If you knew it wouldn't ask for apologies
For speaking in riddles and acting mythologies

It keeps dripping like rain
Dripping like rain
It keeps dipping like rain
All down on me

I’m scared of words and the bitter sun
Dont make me speak, don't make me run
In the roundabout ways of the world
What goes on in the mind of a little girl"
romanized,Sometimes [ Tribute To Tupac ],Yama Buddha,"1 Contributor
Sometimes [ Tribute To Tupac ] Lyrics
Hey yo
Yama buddha
You know how i do it right?
1-2-1-2 I'm in the booth baby , Yeah lets do this
Listen Hey Yo !

Sometimes I wish if I could live the way i like
Can confine all the boundaries that makes us fight
The third world gives you an idea of
What's hell is like
With God himself can't protect your life
Its Crazy The violence are at daily sight
Cries of innocence makes my heart melt like ice
Recurring Nightmare hunts me Every night
They say men's wanna sin i guess some pain to price
Everyday is like come living a curse
This feeling I posses can't be put in the words
So wanna see a mother smile before i slip with my hearts
I don't want a million bucks for spittin' a verse
But food for hunger is what my lyrics are worth
Healthcare to every women who's given a birth
Love to every human that lives on this earth
And the bullet to leave every sinister Minister Mark
This world is a mess when you realize it hurts
Children buried under a system alive at birth
I doubt the future of man will survive this blood
If killing is wrong killing for civilization is worst
It's gloomy when I say god made us all equal
We into mars but can't help all the starving people
Your thoughts are feeble I could've killfeed Surving the arms of evil
So I stay strong cuz I don't believe in afterlife sequels
It's only once that you live or die
It's sad cuz the fact that you live to die
So imma ignore everything and play some weed tonight
BLESS"
romanized,Kaam,Uniq Poet,"3 Contributors
Translations
Kaam Lyrics
[Verse]
Kaam chor ko kaam chorne
Mero kaam kaam garera kamako daam sorne
More than what you think
Fuck what you thought
No time to think when you wanna be a boss
My crew gotta eat
Call us hantakale
Mari mari kaam gari gari kham entropali
American dream mero maan Nepali
Tara kaam chaina rap hanera bhanchan baa le (Ah)
Khane mukh lai chekdaina jungale
Sabko alochana biruddha aaula uchalne
Berojgar ko bhaar side tira thupare
Afnai bal bajo khet ma fal umare
Bhanne bela aaba aauna lagyo chittai
Paisa chaina maan ko ghau hudaina nikai
Om dollar shivaye
mantralai maan sab kura chodi
Aaaba garnu thalnu paryo kaam

[Pre-Chorus]
Aaba uth ani kaam garna thal mula
Pragati le aru jale pani baal mula
Go give all you got if not you die
Get used to the hustle and struggle
Till they pay you by a double
Kaam garna thal mula
Pragati le aru jale pani baal mula
Go give all you got if not you die
Get used to the hustle and struggle
Till they pay you by a double"
nepali,Aama,The Edge Band,"1 Contributor
Aama Lyrics
[Verse 1]
नारोइदिनु आमा तिमि बिछोडको सुभ घडीमा
बेथा लुकाई मुस्काईदिनु मुटु भरि माया साची
आँखा भरि आशु बोकी दुवा गर्नुस आबा तिमि
मरो यो अभागी जीवन माथि
अभागी जीवन माथि

[Verse 2]
सास रहुन्जेल सम्म, सपना साकार पर्नेछु
आशा राख्नु तिमि आमा, पाइला सधै अघि हिड्ने छु
तर पनि शिर मेरो झुकेमा
बेदना पोखाइ नरोइदिनु

[Verse 3]
हजुरको सम्झनामा आज यो गीत गाउदै बसेछु
गाउदा गाउदै आँसु मेरा झरेको थाहा नै पाइन छु
अन्तिम घडी मा एउटै बिनती छ है आमा हजुरलाई
हरेक जन्म, तिम्रै कोख मा पाउ

[Outro]
हजुरको कोख मा पाउ
हजुरको कोख मा पाउ
हजुरको कोख मा पाउ
हजुरको कोख मा पाउ"
nepali,Hidda Hiddai,Bikki Gurung,"2 Contributors
Hidda Hiddai Lyrics
[Intro: Bikki Gurung]
Ahem-ahem
Well
This is something that I don't normally do, but um
A boy's gotta do what boy's gotta do, right?
Yeah, alright, alright
Yeah, alright, yeah, alright
Yeah, yeah, yeah, yeah, listen, listen

[Verse 1: Bikki Gurung]
हिँड्दा हिँडै फेरी त्यही गोरेटोमा आइपुग्छु
घुमाउरी यो दलदलामा गुम्सिएको मात्रै भेट्छु
हिँड्दा हिँडै फेरी त्यही गोरेटोमा आइपुग्छु
घुमाउरी यो दलदलामा गुम्सिएको मात्रै भेट्छु
सोँच्छु कहिले, के हो मेरो लक्ष्य?
भावना र सपनाको लिनु पर्छ पक्ष
तर बाध्यताको बादलले ढाकेको यो जङ्गल
रहरले हैन चल्छ करले यो शहर

[Chorus: Bikki Gurung]
त्यसैले जाउ-जाउ लैजाउ
सपनाको संसारमा मलाई लैजाउ
आकाश बादल टाढा कतै
सपनाको संसारमा मलाई लैजाउ

[Post-Chours: Bikki Gurung & Jxxded]
हिँड्दा हिँडदै (हिँड्दा हिँडदै), हिँड्दा हिँडदै, हिँड्दा हिँडदै (हिँड्दा हिँडदै)
हिँड्दा हिँडदै, हिँड्दा हिँडदै (हिँड्दा हिँडदै), हिँड्दा हिँडदै
हिँड्दा हिँडदै (हिँड्दा हिँडदै), हिँड्दा हिँडदै"
nepali,Ujeli,Sajjan Raj Vaidya,"1 Contributor
Ujeli Lyrics
[Chorus]
मेरो आफ्नै शरीरको भारले
थुप्रिएका मेरा विचारले
कहिलेकाहीँ म नै म नहुँदा
किन बस्यौ खै कुन्नि मेरो बगलमा तिमी

[Chorus]
बेला-बेलामा हरेस खाँदा म
छातीमा मेरो पहिरो जाँदा
यो माया मेरो मनैमा नहुँदा
कसरी बस्यौ राखी माया तिम्रो मनमा?

[Verse]
फर्काई ल्याउँछौ जमिनमा
वेदनामा बगी गाको मेरो मन
तिमी नहुँदो हौ त कहाँ हुन्थेँ र म?
मरिजान्थेँ नि यसै म त
मरिजान्थेँ नि यसै म त

[Chorus]
फितलो मेरो आवाज भई जाँदा
साँझले मेरो उजेली लैजाँदा
बिहानी फेरि नफर्कुन्जेलसम्म
कसरी बस्यौ राखी धैर्य तिम्रो मनमा?

[Refrain]
धेरै त हैन, मन बलियो छैन
तर मनमा छ मेरो जाँगर अझै
वर्षौँ लागे नि यो बर्सिने खुसी
बर्सँदा रमाउँला म तिमीसँगै"
nepali,Timi Nabhaya,Udit Narayan,"2 Contributors
Timi Nabhaya Lyrics
[Chorus]
तिमी नभए जिन्दगानी काडाँसरी छ
फेरी पनि मेरो केही गुनासो छैन
तिमी नभए जिन्दगानी काडाँसरी छ
फेरी पनि मेरो केही गुनासो छैन
तिमी नभए जिन्दगानी काडाँसरी छ
फेरी पनि मेरो केही गुनासो छैन
तिमी नभए

[Verse 1]
कहिले काही कल्पनामा छाल हाली रोएथेँ
संसारको पीरहरूमा आँशु बनाई पोखेथेँ
कहिले काही कल्पनामा छाल हाली रोएथेँ
संसारको पीरहरूमा आँशु बनाई पोखेथेँ
अल्झाई दियौ पिरती त्यही कँही माझमा
फेरी पनि मेरो केही गुनासो छैन
तिमी नभए

[Verse 2]
धर्ती जस्तै मुटु भिजाई माया तिमीलाई दिएथेँ
क्षितिजसरी टाढाटाढा सपना सोचेथेँ
धर्ती जस्तै मुटु भिजाई माया तिमीलाई दिएथेँ
क्षितिजसरी टाढाटाढा सपना सोचेथेँ
आकाशबाट एउटै तारा विलाई गयो माझमा
फेरी पनि मेरो केही गुनासो छैन
तिमी नभए"
nepali,Nasodha Malai,Swoopna Suman,"1 Contributor
Nasodha Malai Lyrics
[Verse 1]
नसोध मलाई भोलिको बारेमा
नखोज मलाई तिम्रो त्यो सुन्दर भविष्यमा
म आफुले आफुलाई चिनेको छैन
डर लाग्छ तिम्रो त्यो चित्त दुखाउछु भनेर

तिमि खोला एउटा किनारा
म त्यहि खोलाको अर्को किनारा
समय ले आज कोरी दियो बिचैमा पुल
तरौ भने होला कि म बाट यो भुल

सम्बन्ध कस्तो तिम्रो मेरो
चिनेर पनि नचिने जस्तो
चाहेर पनि नचाहे जस्तो
पाएर पनि नपाए जस्तो

[Verse 2]
समयले हामीलाई बगाएर लैजाला
नरहुला म नफर्की आउला यो दिन
भोलिको चिन्ता ले सताउने छ हामीलाई
अंगालोमा एक अर्काको भूलौउ एकैछिन

आज को साँझ कति भिठो
सोचेर यहि म खुसि छु
चाहिदैन तिम्रो केहि बाचा कसम
साचेर लादै छु सम्झना तिम्रो"
nepali,Ityaadi,Bartika Eam Rai,"1 Contributor
Ityaadi Lyrics
[intro]
मनमा आँधी थामी बसेँ, टाढैदेखि माया गरेँ
भुल्यौ अरे समय त्यो जहाँ सबै शुरू भएको थ्यो
पहिलो पटक भएसरि एकपल्ट फेरि यो मुटुलाई लागेको थ्यो
भुल्यौ अरे शहर त्यो जहाँ मैले तिमीलाई भेटेको थेँ

[Verse 1]
भुलिसकेको शहरमा निदाएको गोरेटो छ
रिसाएछ हामीसँग, धेरै साल बितिसक्यो
लागे थियो फेरि कहिल्यै हुँदैन हाम्रो भेट
आए धेरै अरू नि यहाँ, के मलाई नै पर्खी बस्यौ?

[Chorus]
धेरै कुरा भन्नु थियो, कति थरी संसार भोगेँ
सोचेजस्तै जिन्दगीमा सकेसम्म गर्नु खोजेँ
लडेर हरेक चोटि उठेँ, एक्लै अलि बलियो भएँ
एक्लै बलियो हुँदा जहिले सँगै कमजोर हुन तड्पिएँ
यादकै सहारा लिएँ, अनजान ठाउँमा एक्लै बाँचेँ
जिन्दगी यो यति छोटो र भयो मजाक

[Verse 2]
अनि अर्को शहरमा धेरै पछि तिमीलाई भेटेँ
""बद्लिएछौँ हामी निकै,"" चुपचाप सोचिरहेँ
तिमी नि एक्लै बाँच्यौ भन्यौ कुनै शहरको कुनामा अर्कै
हुनत यो शहर नै हो एक्लोपनाले बनिएकै"
nepali,Kalo/Seto,Purna Rai,"2 Contributors
Kalo/Seto Lyrics
[Verse]
तिमी सेतो चिल्लो गाडी
म त त्यही तलको सडक
तिमी महँगो Ferrari गाडी
म परे भत्केको टरक

तिमी आकाशको जून तारा
म परे धर्तीको धुलो धूवाँ
तिमी आकाशको हवाईजहाज
म परे हम्बरे साईकल

तिमी उडी जाने सेतो बादल
म परे कुवैको भ्यागुतो
तिमी उज्यालो चम्किलो भविष्य
म परे कालो अन्ध्यारो भूतकाल

कहाँ पुग्ने हो यो जीवन
गार्हो पर्यो तिमी लाई बिर्सन
कसरी सम्हालु यो मेरो मन
आकाश र धर्तीको हुन्न मिलन

[Chorus]
नभेटेको भए ठिकै हुन्थ्यो
भेटी हाल्यो अब छुट्नै पर्यो
जिन्दगीको खेल, छाडी जानेनै होर?
छेडीतै नभेट्दा सात्तै जान्थ्यो
प्राय समय अँगालै हुन्थ्यो
पिरती साँचे थियौ, अनि माया गाँसे थियौ"
nepali,Saayad,The Shadows 'Nepal',"1 Contributor
Saayad Lyrics
सोचाइ हेर हाम्रो तारा समाउने छौ
जोखेर हेर आट सुर्य लाई निल्नेछौ
छुदैन नियम कानुन हामी बनाउनेछौ
कोशिस हेर हामी हरेक पल बाच्नेछौ
सोचाइ हेर हाम्रो तारा समाउने छौ
जोखेर हेर आट सुर्य लाई निल्नेछौ
छुदैन नियम कानुन हामी बनाउनेछौ
कोशिस हेर हामी हरेक पल बाच्नेछौ

सायद, आउदैनौ कहिले हामी
सायद, मृत्यु लाई जित्छौ हामी
सायद, ओझेल छैन केही
सायद, जीवन हो रक एण्ड रोल

सपना ठुलो हामी आकाश पुग्नेछौ
स्वतन्त्र जीवन हामी रमाउदै बाच्नेछौ
हार्दैनौ हामी बरु भविष्य हार्नेछ
मान्दैनौ डर मृत्यु आफै डराउछ
सपना ठुलो हामी आकाश पुग्नेछौ
स्वतन्त्र जीवन हामी रमाउदै बाच्नेछौ
हार्दैनौ हामी बरु भविष्य हार्नेछ
मान्दैनौ डर मृत्यु आफै डराउछ

सायद, आउदैनौ कहिले हामी
सायद, मृत्यु लाई जित्छौ हामी
सायद, ओझेल छैन केही
सायद, जीवन हो रक एण्ड रोल"
nepali,Samaya,Bipul Chettri,"2 Contributors
Samaya Lyrics
[Verse 1]
घामको उज्यालो कसले छोप्न सक्छ र?
कसले परिवर्तनलाई यहाँ कसले रोक्न सक्छ र?, कसले
बदलिने नै हो समय

[Post-Chorus]
हु हु हु, हु हु हु
हु हु हु, हु हु

[Verse 2]
नौलो सबै आज, पुरानो हुनेछ यहाँ
एकदिन जति नै सुन्दर फूल
ओइलि जाने नै छ यहाँ
एकदिन बित्ने नै हो समय

[Post-Chorus]
हु हु हु, हु हु हु हु
हु हु हु, हु हा हा हा

[Verse 3]
अन्धकार तुराउने, अबुझलाई बुझाउने सिकाउने
सबैलाई यहाँ दिने, सबै लगिजाने पनि पनि
जित्ने नै हो समय

[Post-Chorus]
हु हु हु, हु हु हु
हु हु हु, वोः"
romanized,Almost Made It,ZEROO,"1 Contributor
Almost Made It Lyrics
Verse
Ma tero saath ma they
Taha chaina tero laagi geet lekhda kati anaginti raat kaatey
Talai saath dena aafna ley
Eti tadha aayisakis paap laagcha aahiley haar maaney
Talai jailey chaaso kaam baarey
Ho ma maanchu mailey Zeroo mero naam raakhey
Jaba chirey ma yo rap game ma malai bhanney garthey mailey mero pariwaar ko naakh kaatey
Dherai gaaro thiyo yaha samma pugna
Maandaina mera paila aahiley rukna
Mehenat gari geet haru lekhthey khoob ma
Kei garna sakdainas bhanney haru sabai chup cha
Basey low key unpredictable thyo moves
Jaba dekhi chirey booth rap lai garey mailey choosе
Bunch of fools used to say I’d never makе it in this rap game
Tara garey mailey aafailai nai prove
Mailey shaan ley bhanna pau mom “I made it”
Gariraachu music and your son is almost famous
Tunnel vision mero I don’t care about the dead end
When I make it ghar ma bujhauna pau shows haru ko payment
Malai garey dherai manchey haru ley doubt
Garey shows haru ufardiye purei crowd
Chimeki haru ley bhanchan chora rap gari tyaape bhayo tara baal matlab jaba aama mai cha proud
Mero geet haru ma views edi pugna paye million
Garichaadchu sapna pura do or die vision
Tara gaaro hudo raicha rap lai career mannera aaghi badhirachu ma I’m on a suicide mission
Mailey sudharey aafno rap skills
ClassX label matrai haina purei team mero family
Basney sapana mai dhyaan di, marksheet ma asterisk *
Rap bahek thena kehi plan B
K ma bhaye gatichada?
Music garera ma pugey kati tadha
Kailey kahi ta laagcha chodidinchu rap sap sabai tara pheri sochchu ma jasto hola ni kati jana
Jasley jailey dincha aafno 100%
Suncha mero verses bhancha ki I’m worth it
Kailey kahi chei saath dinna luck ley
Nahunu tmi upset, sabai ko value huncha koi ni hudaina hai worthless
Ekdam hunchau sick tmi
Baal nadeu aaru ko lina khoja risk tmi
Always work on bringing out the best version of you
Believe in yourself like you believe in me
Pugnu cha gagan ma
Chunu cha badal aakash pari ko tyo chandrama
Saano chada dekhi buniranthey sapana
Hijo bhanda aaja ali ramro tyei ho safalta"
nepali,Euta Tara,Nati Kaji,"1 Contributor
Euta Tara Lyrics
[Chorus]
एउटा तारा डाँडा वारी, अर्को तारा पारी
नेटो काटी गएपनि, दिल हाराहारी

[Verse 1]
पहरामा मूल फुटी झरे दुई खोला
तलपुगि दोभानमा भेट हुनेहोला
चखेवाको यता बास, चखेविको उता
उही घाऊ मुटुमा छ, चाहे रहुन जता

[Chorus]
एउटा तारा डाँडा वारी, अर्को तारा पारी
नेटो काटी गएपनि, दिल हाराहारी

[Verse 2]
धर्तीबाट कति दुर, आकाश छ माथि
एउटा को मा जोडिएको, अर्को को छ छाती
सुख साथै दु:ख यहाँ, घाम संगै छाया
बिछोड मै चिनिन्छ रे, के चिज हो माया"
romanized,Suresh Kumar Chhetri - Maya Khai Kasle Bujhyo (Romanized),Genius Romanizations,"1 Contributor
Suresh Kumar Chhetri - Maya Khai Kasle Bujhyo (Romanized) Lyrics
[Verse 1]
Nata le yaha arko nata khojyo
Ghar sajauna barikai phula rojyo
Nata le yaha arko nata khojyo
Ghar sajauna barikai phula rojyo

[Chorus]
Maya khai kasle bujhyo
Maya khai kasle bujhyo
Kati sapana jutyo kati futyo

[Hook]
Goreto kata paila kata chutyo
Goreto kata paila kata chutyo
Harayeko chaya khai kasle bhetyo

[Chorus]
Maya khai kasle bujhyo
Maya khai kasle bujhyo
Kati sapana jutyo kati futyo
Kati sapana jutyo kati futyo

[Verse 2]
Kahile agi kahile pachi lagne raicha zindagi
Bhagi bhagi hidnu parne kasto maya pirati
Jeewana ko bhel khai kasle taryo
Kohi pari taryo kohi kina ramae gharyo"
nepali,Najar Lagali,Chakra Bam,"1 Contributor
Najar Lagali Lyrics
[Pre-Chorus]
ओए काजल, ओए काजल
नजर लागनि होइ नजर लागलि
नजर लागनि दुनिया भैगो पागल

[Chorus]
ओए काजल
ओए काजल आखि लगाइदे गाजल
ओए काजल आखि लगाइदे गाजल
ओए काजल आखि लगाइदे गाजल

[Verse 1]
ल वाला जुत्ति नला ओए काजल
लाल वालि कुर्ति नला ओए काजल
दुनियालाइ मुन्नि प्यारि ओए काजल
मलाइ तेरि चुन्नि यारि ओए काजल

[Chorus]
ओए काजल
ओए काजल आखि लगाइदे गाजल
ओए काजल आखि लगाइदे गाजल
ओए काजल आखि लगाइदे गाजल

[Verse 2]
घुगुरु बजा पायल बजा ओए काजल
हल्का सजा हल्का लजा ओए काजल
साइ उसि अप्सरा जसि ओए काजल
के गर्छै पाउडर घसि ओए काजल"
nepali,Aama,The Shadows 'Nepal',"1 Contributor
Aama Lyrics
आमा मेरी मायालु सधैं मेरो छेउ मा
आमा मेरी मायालु ,,
आमा मेरी मायालु सधैं मेरो सोच्छिन्
आमा मेरी मायालु,,

उ उ  उ
मेरी आमा सब्बै भन्दा राम्री
उ उ उ उ
उ उ उ उ

मेरो सब्बै भन्दा मिल्ने साथी एउटै आमा देउ हरेक जुनि
गल्ती मेरो हुँदा नि मलाई नै सम्झौछौ
चर्को आवाज् बुबा को मलाई नै बाचाउछौ
मै बिगारछु रिसौँछु फेरी पनि फकाउछौ मुर्ख छु म अबुझ् छु

उ.....
मेरि आमा तिमी आत्म बल् हौ
उ.....
उ.....

मेरी आमा तिमी ईश्वर् नै हौ
एउटै आमा देउ ....
हारौदा भुलेर
मलाई तिमी फिर्ता ल्याउछौ
मेरो परिक्षा फेरी तिमी नै म भन्दा धेरै आतिन्छौ"
