song_id,title,artist,category,lyrics,token_count
700,Aruna Lama - Udas Mero,Genius Romanizations,romanized,"उडास् मेरो जीवन क्थाआ क्षैलाई भनिन
यो जन्मा भ्री सहेको ब्यथा, त्यो पीएनआई भनिन
उडास् मेरो जीवन क्थाआ क्षैलाई भनिन
यो जन्मा भ्री सहेको ब्यथा, त्यो पीएनआई भनिन
बेदना मेरो झन् शून्य केवल पहरा सुसाई
बेदना मेरो झन् शून्य केवल पहरा सुसाई
साहारा बिनाए जिन्दगाई देख्ने चान जुन बिझाई
जीवनदार साँघुरीगयो परन्तु को देख्छ
आफन्तलाई सम्झना रहे परन्तु जो देख्छ
उडास् मेरो जीवन क्थाआ
कपुर जस्तो जीवन दिन-दिन उद्दछ अनन्त
कपुर जस्तो जीवन दिन-दिन उद्दछ अनन्त
औंशीको रात बिपतको खेल खेल्दछ बसन्त
बिरही बनमा भौँतारी खेल्छु खोजेर सृजना
निराश मेरो जिन्दगाई देख्छु के मेट्चु तिर्सना
उडास् मेरो जीवन क्थाआ क्षैलाई भनिन
यो जन्मा भ्री सहेको ब्यथा, त्यो पीएनआई भनिन
उडास् मेरो जीवन क्थाआ",98
701,Neetesh Jung Kunwar - Prashna,Genius Romanizations,romanized,"प्रश्न नगरा मा संग
गम्भीर अवस्था को लागी
साम्ये चाइन, साम्ये चाइन
केही अघि टुटेको मान लाई सम्हाली पाची नहेरी हिँडै चु मा
हिँडै चु मा
करमा नै येस्टै रहेछ
हास्ने के एक चिन पछि रुना पर्ने, रुना पर्ने
तिमी नै भनी दिनु आबा
सब्द मा फिर्केयेर मात्र के नै गर्ने
माइले के नै गर्ने, माइले के नै गर्ने
ह्वोआ, ह्वोआ, ह्वोआ, येअह
पाहेले को जस्तै रहेनौ तिमी
भने सोधी रहन्छौ मलाई, मा जाबा हुनै सक्दिन
उमेर सँगै बदलिनु चा सबै लाई
हो तिम्रो चित्त बुझाउन मारिगये नि पछि हातिना
ओह, ह्वोआ, ह्वोआ
एक चिन लाई बिदा देउ ना मलाई
शून्यता मा बच्न चाहन्छु मा
तिम्रो सम्झ्न बोकी काना
तिमी लाई ना भुल्न चाहन्छु मा
भित्री मनले रुक बाह्ने को बेला मा
थिक चा भन्दै हास्ने मान्छे परे मा
जाउ ना आफ्नो बाटो रोजा
किनाकी आफ्नै भर ना भाको मान्छे मा
भित्री मनले रुक बाह्ने को बेला मा
थिक चा भन्दै हास्ने मान्छे परे मा
जाउ ना आफ्नो बाटो रोजा
किनाकी आफ्नै भर ना भाको मान्छे मा
आबा सम्हाल चु आफै लाई
कसै को नौटंकी गहिरै लाइन चाइन
लाइन चाइन, मा कसम
दुखाई चा आ-आफ्नै सबको
मा आरकै को लाई-लाईमा पछि हिड्ने चाइन
साधै खुसी हुनु तिमी
भइरहने गल्ती सम्झे रा
भुली दिनु, भुली दिनु
भन्छन् नि जिस्केको बेला
भिट्ठा को झन्झट लाई घम मै सुकै दिनु
लेख ना आयेन, मान ले बुझी दिनु, माया",189
702,Bhawana,Zac Rai,nepali,"भावनाहरू बुझ न, चाहेको हो तिमीलाई
सक्दिन अब यसरी, किन, किन, किन, येअह
एकचोटि यता आऊ न
लेट मे फील युर बडी, बेबी
फ्रोम थे हेड टो युर थाइज
योउ'रे मिने एएलएल नाइट, एएलएल नाइट
काउस योउ गोट आइटी एएलएल
आई डोन'टी वान्ट एनोथर यहाँ तिमी नैछौ काफी
ओह, आई'एलएल गिवे योउ ह्वाट योउ नीड, गर्ल
नपाउला यस्तो मौका फेरि
हराउन देऊ न तिम्रो त्यो ओठमा (ओठमा)
बिर्सी देऊ यो सबै म छुइन होसमा
सुन न शरीरको कुराकानी
चालढाल बोली बसौँ हामी
बेबी, लेट ओउर बडी डो थे टाल्किङ
ह्वाट योउ क्याल आ कन्भर्सेसन 'टिल थे मोर्निङ
आइएम ट्याल्किङबाउट
भावनाहरू बुझ न (बुझ न), चाहेको हो तिमीलाई (तिमीलाई)
सक्दिन अब यसरी, किन, किन, किन, येअह
एकचोटि यता आऊ न (एकचोटि यता आऊ न )
लेट मे फील युर बडी, बेबी
फ्रोम थे हेड टो युर थाइज
योउ'रे मिने एएलएल नाइट, एएलएल नाइट",126
703,Sath,Beyond (Nepal) & Barsha Karmacharya,nepali,"मुटु मागे, ज्यान दिन्छु
साथ मागे दिन्छु हात
माया मेरो झुटो होइन, यो बात
माया तिम्रो, तिम्रो मात्रै मेरो मनमा, भो बास
तिमीले छोयाै भयो मलाई केहि खास
म तिम्रो रङ्गमा रङ्गियो
तिमीसंग अल्झियो
अल्झेको मेरो मनमा फेरी तिमी बल्झियाै
यो मनलाई सम्झाउ
कसरी बुझाउ, बुझेर पनि नबुझने मन कसरी बुझाउ?
लालालाला, लालालालालाला
लालालाला, लालालालालाला
लालालाला, लालालालालाला
मेरा आँखाका सपानाहरू, मनका दरङ्गहरू जुडि गयो तिमीसंग
तिमीलाई आफ्नो बनाउने, मेरो मनामा सजाउने, मेरो इच्छा र उमङ्ग
यो मनका भावनाहरू, मनका चाहनाहरू छुइ गयो तिमीसंग
तिम्रो वरीपरी हुनि, तिम्रो हाँसोमा रमाउने, मेरो इच्छा र उमङ्ग
इसारा देउ, हात थामी देउ
मेरो हरेक सासमा, तिम्रो छाया
मलाई आफ्नो बनाइ देउ",89
704,Club Skit,VTEN,nepali,"बोका पारा येस्तै हो हामी, अह, अह, अह
बिच
हेलो दाई के छ
ठीक छ यार भाई
अनि दाई कताबाट आउँनु भोत
ह्या, यत्तिकै
खाईदिमन बीर खामन एउटा-एउटा
ह, हुन्छ दाई (लाईटर लेन त)
अनि दाई के गर्नु हुदैछ हो आज कल
के गर्नु यत्तिकै छ यार, यस्तै छ अरु
अनि दाई त्यो त त्यो तपाइको चिच्क्स होइन
कुन्चाई, कहाँ
त्यो, त्यो उत्यो सेतो ज्याकेट लागको केटा छैन
त्यो दिदि सित त्योसंग नाचिराछ नि
होइन मुजी
पख है
एकछिन बस्दै गर, हेर्दै थिए
हेल्लो, ल
आह, आह, वुह, वुह
मादरचोद माचिकने
रन्डीको बान माचिकने
फेरी गाड यता यता
यता यता (रन्डी माचिक) ३-४ जना अईराको छ यता
ओए, ओए यता गयो चिक्ने
माचिकने रन्डी
माचिकने त आउलास घरमा
माचिकने पख
त मुजी आउलास
माचिकने, हट",100
705,I Cannot Fucking Wait Until Bhandari Dies,Tamang,romanized,"स्क्र्र्ट
स्क्र्र्ट
स्क्र्र्ट
बिच
मोन्क ग्याङ, ट्र्याप गेम
बिच, आई डोन'टी फील नो शामे, गोन्न ड्रिंक योउ लिके आ शामरक शाके
गोन्न ड्राउन युर ब्रेन्स अनटिल योउ, 'टिल योउ ब्रेक
गोन्न थ्रोव योउ आइएन आ लाके, एनओडब्ल्यू वाच योउ, वाच योउ सिंक
आइएम आ हेरो, मोथरफकर, मोथरफकर, आइएम लिङ्क
स्क्र्र्ट
गेट मोनी, गेट मोनी, बिच बोय, योउ थिङ्क योउ फनी
बुट आई एआइएन'टी स्वीट, नो होनी
आई'एलएल क्ल्याप यो शीत, कीप रनिङ
कमी बिचेस, डोन'टी फक विथ मे
इममा शोव योउ माइ कट्लरी
भण्डारी बेटर रुन फ्रोम मे, काउस आइएम कमिङ फोर युर कम्पनी
उः, होल्स आइएन माइ प्यान्ट्स लिके आ स्केटर
उः, वान्स ओन माइ फीट लिके आ स्केटर
उः, आइएलएल टाके युर बिच एएनडी आइएलएल रापे हेर
उः, आइएलएल टाके युर बिच एएनडी आइएलएल रापे हेर
उः, आई डोन'टी क्यारे एबाउट नो ल्याव्स
योउ क्यान्ट कन्ट्रोल मे, आइएलएल गिवे योउ थे क्लाव्स
आईएफ योउ बिचेस थिङ्क थाट थे कमिज आरे फाइन, तियान्नामेन स्क्वेयर, 1989
आइएलएल टाके युर बिच एएनडी आइएलएल रापे हेर
स्क्र्र्ट",146
706,Tes Pachhi K ?,Kavi G,nepali,"जीवन लाई ब्याख्या गर्न सायद सम्भव छ
सफलता को छैन सिमा, खोज्दिन है मतलव म
समय संगै सबको सोच पनि बद्लन्छ
वास्तविक खुसी तिम्रो कहिले सम्म रहन्छ?
यो पछि त्यो अनि त्यो पछि यो
परिश्रम गरिने, उठिने लडिने
अगाडि बढिने, अखण्ड बनिने
सफलता नि पायौ तर त्यस पछि के?
त्यस पछि के? त्यस, त्यस पछि के?
त्यस पछि के? त्यस, त्यस पछि के?
त्यस पछि के? त्यस, त्यस पछि के?
त्यस पछि के? त्यस, त्यस पछि के?
के तिमिलाइ लाग्छ तिम्रो जीवन भयो अर्थपूर्ण?
सफलतामा मात्र जीवन को अर्थ हुन्न
भौतिकता सक्दैन त्यो जीवन को अर्थ बुन्न
आध्यात्म को उत्तर ले सक्छ तिम्रो अर्थ खुल्न
करोडौ कमायौ, महल बनायौ
गाडी नि चलायौ, सांसारिक सुख सजायौ
आफै लाई सोध के तिमी त्यसमा खुसी छौ?
कहिले सम्म तिमी चट्याङ जस्तै उभिन्छौ?
पैसा र प्रतिष्ठा को लागि किन झुलिन्छौ?
भमरा जस्तै किन फुल संगै भुलिन्छौ?
कृतिमता भ्रम हो, होइन जे पनि यहि
सर्व सुख तिमिले पायौ तर त्यसपछि के?
त्यस पछि के? त्यस, त्यस पछि के?
त्यस पछि के? त्यस, त्यस पछि के?
त्यस पछि के? त्यस, त्यस पछि के?
त्यस पछि के? त्यस, त्यस पछि के?
त्यस पछि के? त्यस, त्यस पछि के?",179
707,Jay and Ye For a Day,Uniq Poet & Bluesss,romanized,"ब्लुएस टिम्स यूपी विथ यूएनआईक पोएट फोर जे एएनडी ये फोर आ डे, थिस आइएस थे सेकेन्ड कलेबोरेसन बेटवीन थेम अफ्टर स्ट्रेइट आउट्टा . थे अपबिट ट्र्याक डेस्क्राइब्स थे करेन्ट सिच्युएशन ओएफ थे र्यापर्स.... रिड मोर
एयी, एयी, एयी, हुः
क्यान योउ फील थिस?
एयी, एयी, एयी, एयी, हुः
येअह, येअह, येअह
एआइएन'टी नो ओथर थाट क्यान डो आइटी लिके वे डो
डो थे माथ, ब्रोथर, योउ क्यान सी नोबोडी'स इक्वाल
थाट्स व्हाइ वे गोट थेसे फिएन्ड्स लिनिन यूपी
टो गेट इन्साइड ओएफ थे वन लिके वे आउट सर्विन' फ्री फुड
उः, थे मास्टर ओएफ थे मास्टर्स
आई'एम टेकिङ युर क्लियोपत्र
जुलिएट'स एएनडी मोनालाइजास, डब्ल्यूजी
डोन'टी ब्यु आ शीत, बुट आई लेट हेर होल्ड थे विसा कार्ड
उः, ट्रान्जेक्सन्स इन्टरनेशनल
एएलएल आई क्यारे एबाउट आइएस थे क्याश फ्लोव
थे क्यापिटलिस्ट फिडेल कास्ट्रो
केम आ लोङ वे बुट आई'एम स्टिल थे समे अस्शोले
आईएफ आई वास युङ होव फोर आ डे
थें, मामी, योउ'डी बे माइ बेयोन्स
आईएफ आई वास युङ होव फोर आ डे
थिस थे ब्लूप्रिन्ट, थिस ब्लुएस विल बे कन्ये
आईएफ आई वास युङ होव फोर आ डे
थें, मामी, योउ'डी बे माइ बेयोन्स
आईएफ आई वास युङ होव फोर आ डे
थिस थे ब्लूप्रिन्ट, थिस ब्लुएस विल बे कन्ये, एयी",187
708,Dark Side of the Sun,Bluesss,romanized,"पागल हुना मात्र बाकी चा
आफूले माया गर्न नै जानिना
दिमाग भित्र पार्सना हजार
प्रस्त बिचार, दुःख कस्ताले यार
धोस्टा चा हाल
मारी सके आबा बाच दिना ना
मेरो एकलो आमा रा मा
हर्मो बेगलाई खाहानी चा
सपनाको चिहान भाखर
जाबा आयो खबर एकाभिहाना
बितेचा बाउ, ह्वाट आई'एम टो डो एनओडब्ल्यू?
संगीत गर्ने फुच्चे खाहा बाट पैसा लेयेर एम?
वर्किङ विथ माइ हेड डाउन
मारी सके भित्र बाट बच्ने एएस कसरी भेटौ?
खोज्नु खोज्छु तारा सक्दिन
जाति सोच्यो टेटी भल्जिन चा
माया गर्ने मलाई खोइ चाइन
आफूले नि गर्न जान्दिन, एचएमएम
हुः
पागल हुना मात्र बाकी चा
आफूले माया गर्न नै जानिना
दिमाग भित्र पार्सना हजार
प्रस्त बिचार, दुःख कस्ताले यार
धोस्टा चा हाल
मारी सके आबा बाच दिना ना",100
709,Udas Mero,Aruna Lama,nepali,"उदास मेरो जिवन कथा कसैलाई भनिन
यो जन्मभरी सहेको व्यथा, त्यो पनि भनिन
उदास मेरो जिवन कथा कसैलाई भनिन
यो जन्मभरी सहेको व्यथा, त्यो पनि भनिन
वेदना मेरो झन् शुन्य केवल पहरा सुसाई
वेदना मेरो झन् शुन्य केवल पहरा सुसाई
साहारा बिना जिन्दगी देख्ने छन् जुन विझाई
जिवनदर साँघुरिगयो, परन्तु को देख्छ
आफन्तलाई सम्झना रहे, परन्तु जो देख्छ
उदास मेरो जिवन कथा
कपुर जस्तो जिवन दिन-दिन उड्दछ अनन्त
कपुर जस्तो जिवन दिन-दिन उड्दछ अनन्त
औँशीको रात विपतको खेल खेल्दछ बसन्त
विरही वनमा भौँतारि खेल्छु, खोजेर सृजना
निराश मेरो जिन्दगी देख्छु, के मेट्छु तिर्सना
उदास मेरो जिवन कथा कसैलाई भनिन
यो जन्मभरी सहेको व्यथा त्यो पनि भनिन
उदास मेरो जिवन कथा",95
710,Sannani,Babu Bogati,nepali,"ऐ, हे
सान नानी, सान नानी, सान नानी, सान नानी
सान नानी, तिमीलाई हिर्काउला लैरिले, ""ठ्याक-ठ्याक-ठ्याक
सान नानी, तिमीलाई हिर्काउला लैरिले, ""ठ्याक-ठ्याक-ठ्याक
तिमीले हुनु सिसाको दबाई
तिमीले हुनु सिसाको दबाई
अस्पताल गएर
सान नानी, तिमीलाई हिर्काउला लैरिले
ठ्याक-ठ्याक-ठ्याक
तिमीलाई भेट्न म निश्चय आउँछु
तिमीलाई भेट्न म निश्चय आउँछु
बिरामी भएर
सान नानी, तिमीलाई हिर्काउला लैरिले, ""ठ्याक-ठ्याक-ठ्याक
सान नानी, सान नानी
सान नानी, तिमीलाई हिर्काउला लैरिले, ""ठ्याक-ठ्याक-ठ्याक
तिमीले हुनु काठको मुढा
तिमीले हुनु काठको मुढा
जङ्गलमा गएर
सान नानी, तिमीलाई हिर्काउला लैरिले, ""ठ्याक-ठ्याक-ठ्याक
तिमीलाई भेट्न म निश्चय आउँछु
तिमीलाई भेट्न म निश्चय आउँछु
आरावाल भएर
सन नानी, तिमीलाई हिर्काउला लैरिले
ठ्याक-ठ्याक-ठ्याक",91
711,Hanga Hanga,Aruna Lama,nepali,"हो, हो, हो, हो
हाँगा-हाँगा बनभरि चैत फूलेछ
थाहा नपाई मनभरी बैश फूलेछ
हाँगा-हाँगा बनभरि चैत फूलेछ
थाहा नपाई मनभरी बैश फूलेछ
कता-कता कसैलाई भेटे-भेटे झैँ
संग्लो पानी पिई तिर्खा मेटे-मेटे झैँ
कता-कता कसैलाई भेटे-भेटे झैँ
संग्लो पानी पिई तिर्खा मेटे-मेटे झैँ
कोहो-कोहो दुइ आँखामा आइ डूलेछ
थाहा नपाई मनभित्र प्रित फूलेछ
एकजोडी आँखा संधै हाँसु-हाँसु झैँ
एउटा माला फूल टिपी गाँसु-गाँसु झैँ
एकजोडी आँखा संधै हाँसु-हाँसु झैँ
एउटा माला फूल टिपी गाँसु-गाँसु झैँ
कसो-कसो बिहानीको निंद खुलेछ
थाहा नपाई मनभित्र प्रित फूलेछ
हाँगा-हाँगा बनभरि, चैत फूलेछ
थाहा नपाई हम् हम् बैँश फूलेछ",90
712,Hami Matrai,Bluesss,romanized,"आँख बन्दा गरी सबै कुरा भुल्न मान लाग्छ
सारा-रा-रा, हावा सँगै उड्न मान लाग्छ
त्यो अभिरल चरिमा मलाई टा भिज्न मान लाग्छ
तारा हरू संग सँगै रातमा हिड्न मान लाग्छ
तारा तिमी सँगै
तिमी रा मा, तिमी रा मा, तिमी रा मा मात्रै, तिमी रा मा
तिमी रा मा, तिमी रा मा, तिमी रा मा मात्रै, तिमी रा मा
तिमी रा मा, तिमी रा मा, तिमी रा मा मात्रै, तिमी रा मा
तिमी रा मा, तिमी रा मा, तिमी रा मा मात्रै, तिमी रा मा",79
713,Ekantama,Karma Band,nepali,"एकान्तले कतै तिमीलाई सताउछ भने
सुन्यतामा कतै तिमीलाई पिरोल्छ भने
बाँच्नु नै मन छैन नभन्नु है
बितेका कुरालाई बिर्सि दिनु है
मायामा पिडा पनि सहनु पर्छ है
अमुल्य छ प्रेमको मुल्य जीवनको हरेक पलमा
अमिट छ प्रेमको ज्योती स्वच्छ आत्मामा
अमुल्य छ प्रेमको मुल्य जीवनको हरेक पलमा
अमिट छ प्रेमको ज्योती स्वच्छ आत्मामा
मिलनको मिठो क्षणमा यो बाधिएको छ",50
714,Maya Pheri,Simma Rai,nepali,"भागिजाने मोह फेरि किन गाढा?
उर्ली आउँछ चाहना छिन् भरको
माया नसाँचेको हैन, निष्ठुरी बनेको हैन
बेसमयी भावनाहरु आउँछन यसै
बदलिरहन्छन् बिलाउँछन् पलभरमै
त्यसैले बुझी बहकिने मन मायाका अनेक यि रङ्ग
वाचा नगाउने अब बेअर्थ बन्ने यी प्रीतिका गीतहरु
तर आज यो
साँझको हावाले, साँझको हावाले
यो जुनेली रातैले, जुनेली रातैले
तिमी, तिमी फेरि भन्छ यो मन
माया, माया, माया
तिमी, तिमी फेरि भन्छ यो मन
माया, माया, माया
सोंचे आखिर किन? यो माया फेरि किन?
तिमीमा यो के छ र? ब्युँझायौं रहर किन?
रुप हो घायल बनाउने, तर रुपैले फस्दिनथें
बोली नै भनौं भने, कैयौं आए मिठो बोल्ने
तर जब तिमी आउँछौं सामु
बहार यस्तो ल्याउछौं
नबोलेनि आँखाले नै हजारौं कुरा गरिदिन्छौ
आवाज दिन्छौ मायाको",98
715,Anurodha,Bikki Gurung,nepali,"येअह, लिस्टेन
तिम्रो र मेरो सम्बन्धको (सम्बन्धको)
सङर्घष अरू कसलाई के थाहा? (के थाहा?)
अनि तिम्रो र मेरो मायाको (मायाको)
महत्व अरू कसलाई के थाहा?(के थाहा)
मेरो अस्तित्तवको कारण तिमी (कारण तिमी)
अनि तिमी नै हउ मेरो जिउनुको अर्थ
मेरो काहानिको सुरुवात तिमी
अनि तिमी नै हउ अन्तय
फेरी आउने, फेरी जाने
फेरी तिमीलाई मात्र पाउने
फेरी आउने, फेरी जाने
तिमीलाई मात्र पाउने
यही नै हो मेरो अनुरोध
हेय
तिम्रो र मेरो सपना
र अब एउटै रङ्ग जस्तै
जाहाँ गए नि (जाहाँ गए नि)
जाहाँ भए नि (जाहाँ भए नि)
तिमी र मसंगै जस्तै
अब तिम्रो आँशु (आँशु) मेरो आँशु (आँशु)
अनि मेरो हाँसो तिम्रो हाँसो झै, येअह
दुइटा शरिर (शरिर) एउटा आत्मा (आत्मा) अन्नतको लागी",103
716,Gatibidhi,Chakachak,nepali,"यो सानो कथा हो यो
मिल्ने जति सबैलाई जो
गर्दिन म बखान देशको
भन्देको हो जे साँचिकै भाकै हो
सडकको नाउमा धुलो नै धुलो
चार पाङग्रे चिल्लो तर गाँउ घरमा चुलो
त्यो बाहेक केही छैन यो देशमा
विवेकको कमी, विचार छ ठुलो
तर मितिहासको सुपत्र हामी
बोली सुन्यो र चलायो गोली
स्वर्थीपनको नहर बगे
दैबले नि सोधे ""मैले पाएछु के?
मैले पाएछु के?
दिमाग अब चल्दै छ
आगो जस्तै बल्दैछ
दिमाग अब चल्दै छ
आगो जस्तै बल्दैछ",63
717,Garyo K Timro Mayale,Trishna Gurung,nepali,"गर्यो के तिम्रो मायाले
मलाई जिउदो लाश बनाएछ
सक्दिन म सम्हालिन
तिम्रो यादमा आसु बगेछ
पोलिरहन्छ यो छाती मेरो
तिम्रो यादमा तिम्रो आशमा
जाली छैन मेरो आसु यो
सजाएकै छु तिम्रै सपना
म देखाउन चाहन्न
मेरो माया मेरो माया
म सुनाउन चाहन्न
मेरो दुख मेरो दुख
मेरो माया मेरो माया
काटे मैले आफैलाई
तिम्रो लागिनै सहे पिडा
आसु लुकाइ म हास्ने गर्दा
दुखाइ झ न किन बढ्दै छ
म देखाउन चाहन्न
मेरो माया मेरो माया
म सुनाउन चाहन्न
मेरो दुख मेरो दुख",62
718,Chutkila,Samriddhi Rai,romanized,"कति पाची देखेको तिमलाई
साँचो चा की नै
चुट्टिनै गरो हुन्थ्यो
हामी दुबै लाई
हु हु उ
हु हु उ
खुसी चु मा आजा
तिमी भेट्न लाई
साथी टा साधै हामी तारा
प्रेमी रहेनौ की खाइ
आजा सँगै तारा, तिमी काहा मा काहा
यात्रा एउटै तारा गन्तब्य बेगलाई यहा
आजा सँगै तारा, तिमी काहा मा काहा
यात्रा एउटै तारा गन्तब्य बेगलाई यहा
हसाउथे तिमी लाई
तिम्रो बारे मा सोद्ध आजा
लाग्छ के भनु खाइ
हु हु उ
हु हु उ
माया मरेको हैन
खुसी हाउ साधै नै
मुटु बदलियेको चाइन तारा
समय बदलियो की खाइ",73
719,Mana Ka Kura( Maya),Abiral Bhujel & Sanjeev Tamang,nepali,"[लिरिक्स फोर माना का कुरा - अबिरल एक्स एसएनजेवी [अफिसियल म्युजिक विदेओ] आइएन नेपाली]
सुन मेरा मनका कुरा, केहि भन्नु छ
राखे सजाई मनै भित्र, आजै भन्छु ल
सुन्य, सुन्य, भो मन उज्याली बनि देउ
मेरो मन्द मन्द बोलि
तिमि आइ भरिदेउ
माया, माया
माया, माया
हिड्दा हिड्दै बनि किन
अल्झी रहन्छु म (अल्झी रहन्छु म)
सम्हालेको मेरो मुटु
चोरि लान्छौ र ? (चोरि लान्छौ र )
जुन बाटोको खोजि गर्थे त्यहि हेर्छु म (त्यहि हेर्छु म)
मेरो हात समाइ तिमीलाई हेर्नु मन छ र ?
भन हु, भन
आखैमा अल्झी बस्छु म (अल्झी बस्छु)
नजिक आइ अङ्गालन",84
720,Timi Chau,Yodda,nepali,"तिमी छौ, तिमी छौ
लिल स्टोन फिन्न कुक थिस बिट
येअह
मेरो अँध्यारोमा तिमी छौ
तिमी छौ मेरो उज्यालोमा, तिमी छौ
तिमी छौ मरो दुःखमा नि, तिमी छौ
तिमी छौ मेरो खुशीमा नि, तिमी छौ, तिमी छौ
तिमीलाई चाहनछु म इभरी डे, इभरी डे
बुट आई'एम ट्राइना पुष योउ फार अवे, फार अवे
तिमीलाई चाहनछु म इभरी डे, इभरी डे
बुट आई'एम ट्राइना पुष योउ फार अवे, फार अवे
येअह, आई कीप आइटी लावकी
तिमी नै मेरो समस्या हौ की?
तर म मान्दिन दोषी
किनकी तिमी नै अन्धकार, तिमी नै ज्योति
तिमी सोचाइ बिन काहि पनि जादिन
तिमीलाई कहिले नि छाड्दिन आधिमा
तिमीलाई चढाउँछु गाडीमा
त्यही पनि चाहदिन समजलाई थाहा दिन्न, थाहा दिन्न
सोच्दै छु आफूलाई पापी म
चुम्द छु प्रस्ताव नराखी म
अँगाल छु तिमीलाई छातीमा
स्वतन्त्रको हावा फाल्द छु माथि म
तिमीले नै बोलाउछौ, निन्द्रको देवी
तिमीदे नै गरिदिन्छौ बैंक ब्यालेन्स क्षति
तिम्रै उपस्थितिले नै गर्दा गुमाउन्छु मैले क्या धेरै केटी
म तिमीलाई सम्झिन्छु जुन बेला चाहिन्छ
म तिम्रो समर्पणको लिन्छु फाइदा
त्यसैले स्वार्थी छु म, स्वार्थी छु म, स्वार्थी छु म",149
721,Dangerous Girl,SACAR aka Lil Buddha,romanized,"आई थाउष्ट शे वास एएन एन्जेल
थिस वास्न'टी माइ इन्टेन्सन
आई थाउष्ट शे वास एएन एन्जेल
थिस वास्न'टी माइ इन्टेन्सन
आई ट्राइ टो लोव बुट लोव आइएस पाइँ
ठोट्टिए गोट मे स्विच्छिन् माइ लाने
थिस टक्सिक सिटी गोट मे इत्चिन माइ ब्रेन
इममा किक आइटी टिल आई'एम ड्राइभेन इन्साने
आई'एम आ सकर फोर थे लोव दात उ गोट
बुट योउ केएनओडब्ल्यू थाट आई'एम अफ्टर दात गुआप
लोस्ट माइ वे ह्वेन शे टुक ओएफएफ हेर टप
ह्वेन शे गोट ओन टप आई फोर्गोट
गोट मे काउष्ट आइएन आ लक
आई थाउष्ट शे वास एएन एन्जेल
थिस वास्न'टी माइ इन्टेन्सन
आई थाउष्ट शे वास एएन एन्जेल
थिस वास्न'टी माइ इन्टेन्सन",99
722,Slunt,Tamang,romanized,"आईएफ युङ मेट्रो डोन्ट ट्रस्ट योउ, आइएम गोन' शुट योउ
ओह माइ गोड, रोनी
थाट बे माली राव
वे गोट लन्डन ओन थे ट्र्याक
यो पिएर्रे, योउ वन्न कोम आउट हेरे?
वोह, केनी!
टे केइथ, फक थेसे जेन्टलमेन यूपी!
जहलील बिट्स, होल्ला एटी मे
डेट्रिप टुक आइटी टो टेन
आई स्पेन्ट लिके आ यियर एएनडी आ हल्फ ओन थे ग्रेहाउन्ड बस
ओन थे वे टो सी थिस गर्ल
टाके आ फ्लाइट ब्याक जस्ट टो कीप माइ जोब
यूजेड टो फ्लाइ स्ट्यान्डबी, लाटे टो थे एयरपोर्ट
ह्वेरे थे बड्डी पास? स्टक आइएन थे ट्राफिक
ह्वोले लोत्ता होर्स, रियल लोङ डिस्टेन्स
बुट आई'वे ग्रोन सिन्स थें
रियल जीएस'स मोव आइएन साइलेन्स लिके लसग्न
एएनडी वे एआइएन'टी प्लेइङ नाइस, थाट आई क्यान प्रोमाइज
एएनडी आइएम स्पेन्डिङ एएलएल थेसे र्याक्स लिके आइएम आ गोड, युः
एएनडी आई'एम फकिङ ओन युर बिच, हेर नामे आइएस रोडम्यान
डेन्निस रोडम्यान
इममा रोब या
आई लिके हाइड्रोपोनिक्स
इममा पोप बोटल्स ओन यो हेड एएनडी सी थे ब्लड, युः
आये, इममा गो फक थाट बिच
आये, शव्ती गोन' सक थिस डिक
व्हाइ योउ बिचेस हातिन' ओन मे?
फक आ स्ल्याट, फक आ स्लाइम, बिच, योउ केएनओडब्ल्यू थाट शीत वास मिने
यल केएनओडब्ल्यू स्लन्ट्स थे ओग लाइफस्टाइल, वे डिभाइन
एनएमआर आइएन थे ट्र्याप सेटिङ फायर टो चुर्चेस लिके बुर्जुम
वे जस्ट वन्न हर्ट 'ईएम, वे जस्ट वन्न बर्न शीत",197
723,Mero Desh,Nepathya,nepali,"एउटा देउराली थियो
पसिनाको पाती चढाउने
एउटा चौतारी थियो
थाकेको मन बिसाउने
एउटा सानो बस्ती थियो
सुख-दु:ख बाँड्दै मिलेर बस्ने
अचेल उनीहरु मरेको न बाँचेको
आँखाले हेरिरहेछन्
मेरो देश, मेरो देश, मेरो देश, मेरो देश
एउटा सानो आकाश थियो
आफ्ना जुनताराहरु सजाउने
अलिकति बतास थियो
जीवन भएर छातीहरुमा रहने
एउटा सानो फूल थियो
दु:खका बेला पनि हाँस्न सिकाउने
अचेल उनीहरु तुहुराका आँखाले
हेरिरहेछन्
मेरो देश, मेरो देश, मेरो देश, मेरो देश
मेरो देश, मेरो देश, मेरो देश, मेरो देश
मेरो देश, मेरो देश, मेरो देश, मेरो देश",71
